AutoId,Department,Category,Product_Name,Size,Barcode,Case_QTY,Standard_Price,Vendor,Vendor Code,Tax_Code,Inventory,Description_One,other_upc,other_vc,
1,Wine,Other Catogory,1000 STORIES ZINFANDEL 2020   -750M,750ML,82896001453,12,17.99,Horizon Signature,0,No,12,1000STORIESZINFANDEL2020,82896001453,82126,
2,Liquor,Bourbon,10th Mountain Bourbon - 750ML,750ML,868250000009,6,54.99,Baystate,806010,No,,10th Mountain Bourbon,,,
3,Liquor,Rye Whiskey,10th Mountain Rye - 750ML,750ML,868250000016,6,44.99,Baystate,805090,No,,10th Mountain Rye,,,
4,Liquor,Cordials & Liqueurs,12 Ouzo - 750ML,750ML,721059087506,12,19.99,Horizon Premium,0,No,12,12 Ouzo,,,
5,Wine,Other Catogory,13 CELSIUS SAUV BLANC 2021    -750M,750ML,81308003405,12,11.99,Horizon Signature,0,No,36,13CELSIUSSAUVBLANC2021,81308003405,51834,
6,Wine,Cabernet,14 Hands Cab Sauv - 750ML,750ML,88586001895,12,15.99,MSWalker,404622,No,12,14 Hands Cab Sauv,,,
7,Wine,Red Blend,14 Hands Hot to Trot Red - 750ML,750ML,88586004483,12,13.99,MSWalker,404628,No,12,14 Hands Hot to Trot Red,,,
8,Wine,Merlot,14 Hands Merlot - 750ML,750ML,88586001772,12,18.99,MSWalker,404624,No,12,14 Hands Merlot,,,
9,Wine,Red Blend,14 Hands Run Wild - 750ML,750ML, ,12,13.99,MSWalker,404615,No,12,14 Hands Run Wild,,,
10,Wine,Sauv Blanc,14 Hands Sauv Blanc - 750ML,750ML,88586006876,12,12.99,MSWalker,404611,No,12,14 Hands Sauv Blanc,,,
11,Wine,Red Blend,14 Hands Stampede Red Win - 750ML,750ML,88586007682,12,13.99,MSWalker,404623,No,12,14 Hands Stampede Red Win,,,
12,Beer,Craft,14 Star Maple Bkst Stout - 4 Pack,4 Pack,859619005001,4,14.99,Craft Brewers,0,No,,14 Star Maple Bkst Stout,,,
13,Beer,Craft,14th Star Follow Me IPA - 4 Pack,4 Pack,859619005223,4,14.99,Craft Brewers,0,No,,14th Star Follow Me IPA,,,
14,Beer,Craft,14th Star Tribute - 4 Pack,4 Pack,859619005018,4,15.99,Craft Brewers,0,No,,14th Star Tribute,,,
15,Liquor,Bourbon,1792 Bottle In Bond - 750ML,750ML,88004027971,6,99.99,United,0,No,,1792 Bottle In Bond,,,
16,Liquor,Bourbon,1792 Bourbon 12 YR - 750ML,750ML,88004030711,6,99.99,United,350673,No,,1792 Bourbon 12 YR,,,
17,Liquor,Bourbon,1792 Full Proof - 750ML,750ML,80660001159,6,54.99,United,350690,No,,1792 Full Proof,,,
18,Liquor,Bourbon,1792 Single Barrel - 750ML,750ML,80660001142,6,54.99,United,350533,No,,1792 Single Barrel,,,
19,Liquor,Bourbon,1792 Small Batch Bourbon - 750ML,750ML,80660001203,6,29.99,United,350113,No,6,1792 Small Batch Bourbon,,,
20,Liquor,Bourbon,1792 Sweet Wheat - 750ML,750ML,80660001166,6,79.99,United,350133,No,,1792 Sweet Wheat,,,
21,Liquor,Other Catogory,1800 ANEJO TEQUILA 80' 6/CS - 750ML,750ML,811538010030,6,52.99,United,760003,No,6,1800 ANEJO TEQUILA 80' 6/CS,811538010030,,
22,Liquor,Tequila,1800 Coconut - 1.75L,1.75L,811538010405,6,42.99,United,760011,No,12,1800 Coconut,,,
23,Liquor,Tequila,1800 Coconut - 750ML,750ML,811538010375,12,26.99,United,760013,No,26,1800 Coconut,,,
24,Liquor,Other Catogory,1800 COCONUT TEQUILA 70' 12/CS - 375ML,375ML,811538010368,12,21.99,United,760014,No,6,1800 COCONUT TEQUILA 70' 12/CS,811538010368,,
25,Liquor,Tequila,1800 Cristalino Anejo - 750ML,750ML,811538016469,12,59.99,United,761913,No,12,1800 Cristalino Anejo,,,
26,Liquor,Other Catogory,1800 CUCUMBER JALAPENO TEQUILA 70' - 750ML,750ML,818844024829,12,32.99,United,760033,No,12,1800 CUCUMBER JALAPENO TEQUILA 70',818844024829,,
27,Liquor,Tequila,1800 Milenio Anejo - 750ML,750ML,811538010467,12,179.99,United,761923,No,1,1800 Milenio Anejo,,,
28,Liquor,Tequila,1800 Reposado - 750ML,750ML,811538010238,12,27.99,United,760023,No,12,1800 Reposado,,,
29,Liquor,Tequila,1800 Reposado Tequila - 1.75L,1.75L,811538010252,6,44.99,United,760021,No,6,1800 Reposado Tequila,,,
30,Liquor,Other Catogory,1800 REPOSADO TEQUILA 80' 12/CS - 375ML,375ML,811538010221,12,21.99,United,760024,No,6,1800 REPOSADO TEQUILA 80' 12/CS,811538010221,,
31,Liquor,Ready To Drink,1800 RTD  Peach - 1.75L,1.75L,818844023150,6,21.99,United,761401,No,6,1800 RTD  Peach,,,
32,Liquor,Ready To Drink,1800 RTD Mango - 1.75L,1.75L,818844023174,6,21.99,United,761630,No,6,1800 RTD Mango,,,
33,Liquor,Ready To Drink,1800 RTD Margarita - 1.75L,1.75L,818844023143,6,21.99,United,760050,No,12,1800 RTD Margarita,,,
34,Liquor,Ready To Drink,1800 RTD Passionfruit - 1.75L,1.75L,818844024911,6,21.99,United,0,No,6,1800 RTD Passionfruit,,,
35,Liquor,Ready To Drink,1800 RTD Pineapple - 1.75L,1.75L,818844023167,6,21.99,United,760070,No,6,1800 RTD Pineapple,,,
36,Liquor,Ready To Drink,1800 RTD Strawberry - 1.75L,1.75L,818844022771,6,21.99,United,761661,No,6,1800 RTD Strawberry,,,
37,Liquor,Ready To Drink,1800 RTD Watermelon - 1.75L,1.75L,811538016445,6,21.99,United,761621,No,,1800 RTD Watermelon,,,
38,Liquor,Tequila,1800 Silver - 1.75L,1.75L,811538010153,6,39.99,United,760041,No,,1800 Silver,,,
39,Liquor,Tequila,1800 Silver - 750ML,750ML,811538010139,12,24.99,United,760043,No,6,1800 Silver,,,
40,Liquor,Other Catogory,1800 SILVER TEQUILA 80' - 1.75L,1.75L,811538010160,6,51.99,United,760041,No,18,1800 SILVER TEQUILA 80',811538010160,,
41,Liquor,Other Catogory,1800 SILVER TEQUILA 80' - 50ML,50ML,811538010115,60,3.99,United,760047,No,60,1800 SILVER TEQUILA 80',811538010115,,
42,Liquor,Other Catogory,1800 SILVER TEQUILA 80' 12/CS - 375ML,375ML,811538010122,12,21.99,United,760044,No,6,1800 SILVER TEQUILA 80' 12/CS,811538010122,,
43,Liquor,Other Catogory,1800 ULT BLOOD ORANGE MARGARITA RTD 19.9' - 1.75L,1.75L,811538018951,6,19.99,United,761641,No,6,1800 ULT BLOOD ORANGE MARGARITA RTD 19.9',811538018951,,
44,Liquor,Other Catogory,1800 ULT MARGARITA RASPBERRY RTD 19.9' - 1.75L,1.75L,811538013819,6,19.99,United,761601,No,6,1800 ULT MARGARITA RASPBERRY RTD 19.9',811538013819,,
45,Wine,Red Blend,19 Crimes Banished DarkRe - 750ML,750ML,12354001688,12,11.99,Carolina,84498,No,12,19 Crimes Banished DarkRe,,,
46,Wine,Cabernet,19 Crimes Cab Sauv - 750ML,750ML,12354001350,12,11.99,Carolina,84499,No,36,19 Crimes Cab Sauv,,,
47,Wine,Sparkling,19 Crimes Cali Gold Spark - 750ML,750ML,12354007666,12,14.99,Carolina,84513,No,,19 Crimes Cali Gold Spark,,,
48,Wine,Red Blend,19 Crimes Cali Red - 750ML,750ML,12354004290,12,13.99,Carolina,84511,No,72,19 Crimes Cali Red,,,
49,Wine,Rose,19 Crimes Cali Rose - 750ML,750ML,12354005006,12,11.99,Carolina,84512,No,,19 Crimes Cali Rose,,,
50,Wine,Chardonnay,19 Crimes Hard Chard - 750ML,750ML,12354001947,12,11.99,Carolina,84496,No,12,19 Crimes Hard Chard,,,
51,Wine,Chardonnay,19 Crimes Marthas Chard - 750ML,750ML,12354007437,12,11.99,Carolina,84488,No,12,19 Crimes Marthas Chard,,,
52,Wine,Pinot Noir,19 Crimes Pinot Noir - 750ML,750ML,89819721443,12,11.99,Carolina,84503,No,12,19 Crimes Pinot Noir,,,
53,Wine,Red Blend,19 Crimes Red Wine - 750ML,750ML,12354000995,12,11.99,Carolina,84500,No,36,19 Crimes Red Wine,,,
54,Wine,Rose,19 Crimes Rose - 750ML,750ML,89819724703,12,11.99,Carolina,84491,No,,19 Crimes Rose,,,
55,Wine,Sauv Blanc,19 Crimes Sauv Blanc - 750ML,750ML,89819723560,12,11.99,Carolina,84507,No,,19 Crimes Sauv Blanc,,,
56,Wine,Shiraz,19 Crimes Shiraz - 750ML,750ML,12354001848,12,11.99,Carolina,84497,No,12,19 Crimes Shiraz,,,
57,Wine,Red Blend,19 Crimes The Warden - 750ML,750ML,12354001602,6,17.99,Carolina,84501,No,,19 Crimes The Warden,,,
58,Wine,Red Blend,19 Crimes Uprising Red Bl - 750ML,750ML,12354001930,12,11.99,Carolina,84502,No,36,19 Crimes Uprising Red Bl,,,
59,Liquor,Other Catogory,190 GRAVES ALCOHOL - 1.75L,1.75L,89552911217,6,35.99,MSWalker,141980,No,6,190 GRAVES ALCOHOL,89552911217,,
60,Liquor,Cider,1911 Black Cherry - 4 Pack,4 Pack,648558945666,6,11.99,Horizon Premium,0,No,6,1911 Black Cherry,,,
61,Liquor,Cider,1911 Blueberry - 4 Pack,4 Pack,648558946458,6,11.99,Horizon Premium,0,No,6,1911 Blueberry,,,
62,Beer,Cider,1911 Creamsicle - 4 Pack,4 Pack,720140163310,4,11.99,Horizon Premium,0,No,,1911 Creamsicle,,,
63,Beer,Cider,1911 Hard Seltzers - 12 Pack,12 Pack,648558945956,2,16.99,Horizon Premium,175910,No,,1911 Hard Seltzers,,,
64,Beer,Cider,1911 Hopped - 4 Pack,4 Pack,648558945420,6,11.99,Horizon Premium,175880,No,,1911 Hopped,,,
65,Liquor,Cider,1911 Maple Bourbon - 4 pack,4 pack,648558945673,6,14.99,Horizon Premium,0,No,6,1911 Maple Bourbon,,,
66,Liquor,Cider,1911 Raspberry - 4 Pack,4 Pack,648558945406,6,9.99,Horizon Premium,0,No,6,1911 Raspberry,,,
67,Liquor,Other Catogory,1911 ROSE 6/4PK CAN  -16OZ,4 Pack,648558945550,6,12.99,Horizon Premium,0,No,6,1911ROSE6/4PKCAN,648558945550,175890,
68,Beer,Cider,1911 Snapdragon - 4 Pack,4 Pack,648558946069,6,14.99,Horizon Premium,0,No,,1911 Snapdragon,,,
69,Beer,Cider,1911 Strawberry - 4 Pack,4 Pack,648558946960,6,11.99,Horizon Premium,0,No,,1911 Strawberry,,,
70,Liquor,Cider,1911 Tropical - 4 Pack,4 Pack,648558945710,6,11.99,Horizon Premium,0,No,6,1911 Tropical,,,
71,Wine,Cabernet,1924 Bourb Cab Sauv - 750ML,750ML,82242015684,12,12.99,MSWalker,405218,No,12,1924 Bourb Cab Sauv,,,
72,Wine,Chardonnay,1924 Buttery Chardonnay - 750ML,750ML,82242016421,12,12.99,MSWalker,405225,No,12,1924 Buttery Chardonnay,,,
73,Wine,Cabernet,1924 Cab Sauv - 750ML,750ML,82242014434,12,12.99,MSWalker,405218,No,,1924 Cab Sauv,,,
74,Wine,Other Catogory,1924 PORT BARREL PINOT NO - 750ML,750ML,82242016735,12,13.99,MSWalker,405223,No,12,1924 PORT BARREL PINOT NO,82242016735,,
75,Wine,Other Catogory,1924 SAUVIGNON BLANC - 750ML,750ML,82242016759,12,11.99,MSWalker,405224,No,12,1924 SAUVIGNON BLANC,82242016759,,
76,Beer,Craft,1st Rep. Ardent Concessio - 4 Pack,4 Pack,752830640528,4,19.99,,0,No,,1st Rep. Ardent Concessio,,,
77,Beer,Craft,1st Rep. Denial IPA - 4 Pack,4 Pack,752830640825,4,19.99,,0,No,,1st Rep. Denial IPA,,,
78,Beer,Craft,2 Robbers hardcider - 6 Pack,6 Pack,860003475829,6,10.99,Craft Brewers,0,No,,2 Robbers hardcider,,,
79,Beer,Craft,21 Amendment Baby Horse - 6 Pack,6 Pack,859612001383,6,9.99,Atlantic,0,No,,21 Amendment Baby Horse,,,
80,Liquor,Tequila,21 Seeds Cucumber Jalapen - 750ML,750ML,850003519005,6,34.99,Horizon Coastal,0,No,18,21 Seeds Cucumber Jalapen,,,
81,Liquor,Tequila,21 Seeds Grapefruit Hibis - 750ML,750ML,850003519098,6,34.99,Horizon Coastal,0,No,12,21 Seeds Grapefruit Hibis,,,
82,Liquor,Tequila,21 Seeds Valencia Orange - 750ML,750ML,850003519012,6,34.99,Horizon Coastal,0,No,12,21 Seeds Valencia Orange,,,
83,Beer,Craft,21st Amend Blah Blah IPA - 6 Pack,6 Pack,859612001307,6,13.49,Atlantic,0,No,,21st Amend Blah Blah IPA,,,
84,Beer,Craft,21st Amend Blood Orange - 15 Pack,15 Pack,859612001338,15,17.99,Atlantic,0,No,,21st Amend Blood Orange,,,
85,Beer,Craft,21st Amend Brew Free IPA - 12 Pack,12 Pack,859612001611,12,18.59,Atlantic,0,No,,21st Amend Brew Free IPA,,,
86,Beer,Craft,21st Amend Fireside Chat - 6 Pack,6 Pack,859612001536,6,11.99,Atlantic,0,No,,21st Amend Fireside Chat,,,
87,Beer,Craft,21st Amend IPA - 12 Pack,12 Pack,859612001147,12,18.59,Atlantic,0,No,,21st Amend IPA,,,
88,Beer,Craft,21st Amend IPA - 15 Pack,15 Pack,859612001369,15,17.99,Atlantic,0,No,,21st Amend IPA,,,
89,Beer,Craft,21st Amend IPA Variety - 15 Pack,15 Pack,859612001345,15,17.99,Atlantic,0,No,,21st Amend IPA Variety,,,
90,Beer,Craft,21st Amend Sparkale - 6 Pack,6 Pack,859612001581,6,11.99,Atlantic,0,No,,21st Amend Sparkale,,,
91,Beer,Craft,21st Amend Vareity - 12 Pack,12 Pack,859612001291,12,17.99,Atlantic,0,No,,21st Amend Vareity,,,
92,Beer,Craft,21st Amend Watermelon - 12 Pack,12 Pack,859612001130,12,18.59,Atlantic,0,No,,21st Amend Watermelon,,,
93,Beer,Craft,21st Brew Free IPA - 6 Pack,6 Pack,859612001031,6,11.99,Atlantic,0,No,,21st Brew Free IPA,,,
94,Beer,Craft,21st Brew Free Orange - 6 Pack,6 Pack,859612001314,6,11.99,Atlantic,0,No,,21st Brew Free Orange,,,
95,Beer,Craft,21st hazy ipa - 6 Pack,6 Pack,859612001925,6,12.99,Atlantic,0,No,,21st hazy ipa,,,
96,Beer,Craft,21st Hell or High Waterme - 15 Pack,15 Pack,859612001376,15,23.99,Atlantic,0,No,,21st Hell or High Waterme,,,
97,Beer,Craft,21st Hell or High Waterme - 6 Pack,6 Pack,859612001000,6,10.99,Atlantic,0,No,,21st Hell or High Waterme,,,
98,Beer,Craft,21st Tropical IPA - 6 Pack,6 Pack,859612001840,6,10.99,Atlantic,0,No,,21st Tropical IPA,,,
99,Wine,Other Catogory,2CANOS BLACKBERRY & MINT      -750M,750ML,810098400725,12,9.99,Horizon Signature,0,No,12,2CANOSBLACKBERRY&MINT,810098400725,505200,
100,Wine,Other Catogory,2CANOS PEACH & APRICOT        -750M,750ML,810098400718,12,9.99,Horizon Signature,0,No,12,2CANOSPEACH&APRICOT,810098400718,505204,
101,Wine,Other Catogory,2CANOS STRAWBERRY & COCONUT   -750M,750ML,810098400701,12,9.99,Horizon Signature,0,No,12,2CANOSSTRAWBERRY&COCONUT,810098400701,505208,
102,General,Non Food,2OZ Measured Pourer - ,,876718023286,,4.99,TRUE,0,Yes,,2OZ Measured Pourer,,,NO
103,Liquor,Bourbon,2XO Phoenix Blend - 750ML,750ML,84279007748,12,99.99,United,0,No,,2XO Phoenix Blend,,,
104,Beer,Craft,3 Floyds Lazer Snake - 6 Pack,6 Pack,652682086133,6,12.99,Craft Brewers,0,No,,3 Floyds Lazer Snake,,,
105,Beer,Craft,3 Floyds Munster - 6 Pack,6 Pack,652682121025,6,12.99,Craft Brewers,0,No,,3 Floyds Munster,,,
106,Beer,Craft,3 FLoyds Rotating - 4 Pack,4 Pack,652682129168,4,16.99,Craft Brewers,0,No,,3 FLoyds Rotating,,,
107,Beer,Craft,3 Floyds Variety Pack - 12 Pack,12 Pack,652682140262,12,19.99,Craft Brewers,0,No,,3 Floyds Variety Pack,,,
108,Beer,Craft,3 Floyds Zombie 19 oz - Single,Single,652682034219,1,3.75,Craft brewers,0,No,,3 Floyds Zombie 19 oz,,,
109,Beer,Craft,3 Floyds Zombie Ice - 6 Pack,6 Pack,652682141139,6,14.99,Craft Brewers,0,No,,3 Floyds Zombie Ice,,,
110,Liquor,Vodka,3 Kilos Gold - 750ML,750ML,40232262753,6,32.99,Main Street Impr,23260,No,,3 Kilos Gold,,,
111,Liquor,Vodka,3 Kilos Silver - 1L,1L,40232506529,6,39.99,Main Street Impr,0,No,,3 Kilos Silver,,,
112,Liquor,Vodka,3 Olives Blue - 1.75L,1.75L,811538015219,6,18.99,MSWalker,144340,No,30,3 Olives Blue,,,
113,Liquor,Vodka,3 Olives Citrus - 1L,1L,811538015516,6,17.99,MSWalker,144344,No,,3 Olives Citrus,,,
114,Liquor,Vodka,3 Olives Esproso Triple S - 1L,1L,811538015554,6,29.99,MSWalker,144360,No,,3 Olives Esproso Triple S,,,
115,Liquor,Vodka,3 Olives Grape - 1.75L,1.75L,811538015431,6,18.99,MSWalker,144367,No,6,3 Olives Grape,,,
116,Liquor,Vodka,3 Olives Orange - 1L,1L,811538015301,6,17.99,MSWalker,144386,No,,3 Olives Orange,,,
117,Liquor,Vodka,3 Olives Raspberry - 1.75L,1.75L,811538011976,6,18.99,MSWalker,0,No,,3 Olives Raspberry,,,
118,Beer,Craft,3 Star Ultrafresh - 4 Pack,4 Pack,859481005123,4,12.99,,0,No,,3 Star Ultrafresh,,,
119,Beer,Craft,3 Stars Speaking Cursive - 4 Pack,4 Pack,859481005321,4,13.99,Homegrown,0,No,,3 Stars Speaking Cursive,,,
120,Liquor,Vodka,360 Double Chocolate Vodk - 750ML,750ML,85592138553,12,15.99,Horizon Coastal,24981,No,,360 Double Chocolate Vodk,,,
121,General,Non Food,4 Blade Foil Cutter - ,,876718004513,,1.99,TRUE,0,Yes,,4 Blade Foil Cutter,,,NO
122,General,Non Food,4 Bottle Tote Black - ,,876718029783,,3.99,TRUE,0,Yes,,4 Bottle Tote Black,,,NO
123,General,Non Food,4 Bottle Tote Green - ,,842094170982,,3.99,TRUE,0,Yes,,4 Bottle Tote Green,,,NO
124,Liquor,Other Catogory,400 CONEJOS MEZCAL JOVEN 80' 6/CS - 750ML,750ML,811538013628,6,30.99,United,762003,No,6,400 CONEJOS MEZCAL JOVEN 80' 6/CS,811538013628,,
125,Liquor,Other Catogory,400 CONEJOS MEZCAL TOBALA 80' 6/CS - 750ML,750ML,818844023860,6,43.99,United,762013,No,6,400 CONEJOS MEZCAL TOBALA 80' 6/CS,818844023860,,
126,General,Snacks,5 Hr Grape - ,,719410200015,,3.19,,0,No,,5 Hr Grape,,,NO
127,General,Snacks,5-Hour Energy Extra Peach - ,,719410750015,,3.75,,0,No,,5-Hour Energy Extra Peach,,,NO
128,General,Snacks,5-Hour Water/Strawberry - ,,719410740016,,3.75,,0,No,,5-Hour Water/Strawberry,,,NO
129,Liquor,Other Catogory,,1.75L,96749003471,6,21.99,MSWalker,345000,No,6,53 COPA DE ORO,96749003471,,
130,Wine,Other Catogory,53 COPA DE ORO - 1.75L,750ML,96749003204,12,14.99,MSWalker,345002,No,12,53 COPA DE ORO,96749003204,,
131,Liquor,Other Catogory,603 HARD SELTZ VARIETY 2/9PK C-16OZ,9 Pack,799705750630,2,18.99,Horizon Premium,0,No,6,603HARDSELTZVARIETY2/9PKC,799705750630,163680,
132,Liquor,Other Catogory,603 IPA 6/4PK CAN             -16OZ,4 Pack,700371994532,6,13.99,Horizon Premium,0,No,6,603IPA6/4PKCAN,700371994532,163926,
133,Liquor,Other Catogory,603 SUMMATIME 6/4PK CAN       -16OZ,4 Pack,799705750104,6,11.99,Horizon Premium,0,No,6,603SUMMATIME6/4PKCAN,799705750104,163836,
134,Beer,Craft,67 4 Grain Porter - 4 Pack,4 Pack,860004624165,4,17.99,67 Degree,0,No,,67 4 Grain Porter,,,
135,Beer,Craft,67 Arctic Ale - 4 Pack,4 Pack,860004624158,4,15.99,67 Degree,0,No,,67 Arctic Ale,,,
136,Beer,Craft,67 Autumn Red - 4 Pack,4 Pack,860004624141,4,16.99,67 Degree,0,No,,67 Autumn Red,,,
137,Beer,Craft,67 Epimoni C - 4 Pack,4 Pack,860004624134,4,15.99,67 Degree,0,No,,67 Epimoni C,,,
138,Beer,Craft,67 Forge Park - 4 Pack,4 Pack,860004624127,4,16.99,67 Degree,0,No,,67 Forge Park,,,
139,Liquor,Craft,67 Proximity DIPA - 4 Pack,4 Pack,860004624103,6,15.99,Horizon Premium,0,No,6,67 Proximity DIPA,,,
140,Beer,Craft,67 Route 140 - 4 Pack,4 Pack,860004624110,4,15.99,67 Degree,0,No,,67 Route 140,,,
141,Beer,Craft,67 Wee Heavy - 4 Pack,4 Pack,860004624172,4,14.99,67 Degree,0,No,,67 Wee Heavy,,,
142,Wine,Red Blend,7 Moons Dark Red - 750ML,750ML,86003261020,12,12.99,Horizon Signatur,214206,No,,7 Moons Dark Red,,,
143,Wine,Red Blend,7 Moons Red Blend - 750ML,750ML,86003261006,12,12.99,Horizon Signatur,214200,No,,7 Moons Red Blend,,,
144,Liquor,Whiskey,77 Whiskey NY Rye - 750ML,750ML,13964201901,6,46.99,Atlantic,330904,No,,77 Whiskey NY Rye,,,
145,Beer,Beer,7th wave lunar sunrise - 4 Pack,4 Pack,647697807644,4,16.99,Coastal Craft,0,No,,7th wave lunar sunrise,,,
146,Beer,Craft,7th Wave NEDIPA - 4 Pack,4 Pack,647697807637,4,17.99,Coastal Craft,0,No,,7th Wave NEDIPA,,,
147,Beer,Beer,7th Wave Softer than Shad - 4 Pack,4 Pack,689323884261,4,17.99,Coastal Craft,0,No,,7th Wave Softer than Shad,,,
148,Liquor,Whiskey,8 PM Whiskey - 750ML,750ML,811272021453,6,21.99,Abacus,0,No,,8 PM Whiskey,,,
149,Liquor,Other Catogory,818 ANEJO TEQUILA 6/CS        -750M,750ML,195893154296,6,54.99,Horizon Premium,0,No,6,818ANEJOTEQUILA6/CS,195893154296,100212,
150,Liquor,Other Catogory,818 BLANCO TEQUILA 6/CS       -750M,750ML,195893687015,6,33.99,Horizon Premium,0,No,6,818BLANCOTEQUILA6/CS,195893687015,100200,
151,Liquor,Other Catogory,818 REPO TEQUILA 6/CS         -750M,750ML,195893031092,6,45.99,Horizon Premium,0,No,6,818REPOTEQUILA6/CS,195893031092,100206,
152,Liquor,Ready To Drink,88 East Amaretto Sour - 4 Pack,4 Pack,695928285013,6,10.99,Abacus,0,No,,88 East Amaretto Sour,,,
153,Liquor,Ready To Drink,88 East Mezrita - 4 Pack,4 Pack,689354459490,6,10.99,Abacus,0,No,,88 East Mezrita,,,
154,Liquor,Ready To Drink,88 East Moscow Mule - 4 Pack,4 Pack,685349948857,6,10.99,Abacus,0,No,,88 East Moscow Mule,,,
155,Liquor,Ready To Drink,88 East Tequila Paloma - 4 Pack,4 Pack,608802528649,6,10.99,Abacus,0,No,,88 East Tequila Paloma,,,
156,Liquor,Ready To Drink,88 East Watermelon - 4 Pack,4 Pack,689354459469,6,10.99,Abacus,0,No,,88 East Watermelon,,,
157,Beer,Other Catogory,88 East Whiskey Lemonade,,695928285051,,10.99,Abacus,0,No,,,,,NO
158,Liquor,Other Catogory,99 APPLES SCHNAPPS 99' 12/10PK - 50ML,50ML,88004052935,120,1.25,United,349079,No,240,99 APPLES SCHNAPPS 99' 12/10PK,88004052935,,
159,Liquor,Cordials & Liqueurs,99 Bananas - 50ML,50ML,80660620992,120,1.25,United,349088,No,,99 Bananas,,,
160,Liquor,Other Catogory,99 BANANAS SCHNAPPS 99' 12/10 - 50ML,50ML,88004036706,120,1.25,United,349088,No,240,99 BANANAS SCHNAPPS 99' 12/10,88004036706,,
161,Liquor,Cordials & Liqueurs,99 Blackcherry - 50ML,50ML,80660113692,120,1.25,United,349097,No,,99 Blackcherry,,,
162,Liquor,Cordials & Liqueurs,99 Blue Raspberry - 50ML,50ML,88004039660,120,1.25,United,349337,No,120,99 Blue Raspberry,,,
163,Liquor,Other Catogory,99 BUTTERSCOTCH SCHNAPPS 99' - 50ML,50ML,80660010113,120,1.25,United,349207,No,120,99 BUTTERSCOTCH SCHNAPPS 99',80660010113,,
164,Liquor,Cordials & Liqueurs,99 Cherry Limeade - 50ml,50ml,88004045418,120,1.25,United,349397,No,120,99 Cherry Limeade,,,
165,Liquor,Other Catogory,99 COCONUT SCHNAPPS 99' - 50ML,50ML,89000993154,120,1.25,United,349157,No,240,99 COCONUT SCHNAPPS 99',89000993154,,
166,Liquor,Cordials & Liqueurs,99 Fruit Punch - 50ML,50ML,88004045456,120,1.25,United,349427,No,240,99 Fruit Punch,,,
167,Liquor,Cordials & Liqueurs,99 Grape - 50ML,50ML,89000990764,120,1.25,United,349117,No,240,99 Grape,,,
168,Liquor,Cordials & Liqueurs,99 Grapes - 750ML,750ML,89000990771,12,15.99,United,349113,No,,99 Grapes,,,
169,Liquor,Cordials & Liqueurs,99 Guava - 50ml,50ml,88004045449,120,1.25,United,349407,No,,99 Guava,,,
170,Liquor,Cordials & Liqueurs,99 Long Island Iced Tea - 50ML,50ML,88004034146,120,1.25,United,349267,No,240,99 Long Island Iced Tea,,,
171,Liquor,Cordials & Liqueurs,99 Mystery Flavor - 50ml,50ml,88004045432,120,1.25,United,349417,No,120,99 Mystery Flavor,,,
172,Liquor,Other Catogory,99 ORANGES SCHNAPPS 99' - 50ML,50ML,80660118895,120,1.25,United,349067,No,120,99 ORANGES SCHNAPPS 99',80660118895,,
173,Liquor,Other Catogory,99 PARTY BUCKETS 99' - 50ML,50ML,88004034221,6,20.99,United,349297,No,12,99 PARTY BUCKETS 99',88004034221,,
174,Liquor,Other Catogory,99 PARTY PACK 99' - 50ML,50ML,88004026455,120,1.25,United,349287,No,240,99 PARTY PACK 99',88004026455,,
175,Liquor,Cordials & Liqueurs,99 Peach - 50ML,50ML,89000990610,120,1.25,United,349059,No,,99 Peach,,,
176,Liquor,Cordials & Liqueurs,99 Peanut Butter Whiskey - 50ML,50ML,88004038557,120,1.25,United,349277,No,,99 Peanut Butter Whiskey,,,
177,Liquor,Cordials & Liqueurs,99 Pineapples - 50ML,50ML,80660010700,120,1.25,United,349217,No,120,99 Pineapples,,,
178,Liquor,Cordials & Liqueurs,99 Root Beer - 50ML,50ML,88004023850,120,1.25,United,349227,No,240,99 Root Beer,,,
179,Liquor,Cordials & Liqueurs,99 Salted Carmel Whiskey - 50ML,50ML,88004050252,120,1.25,United,349187,No,120,99 Salted Carmel Whiskey,,,
180,Liquor,Cordials & Liqueurs,99 Sour Apple - 50ML,50ML,88004051471,120,1.25,United,349457,No,,99 Sour Apple,,,
181,Liquor,Cordials & Liqueurs,99 Sour Berry - 50ML,50ML,88004051488,120,1.25,United,349467,No,,99 Sour Berry,,,
182,Liquor,Cordials & Liqueurs,99 Sour Cherry - 50ML,50ML,88004051495,120,1.25,United,349477,No,,99 Sour Cherry,,,
183,Liquor,Cordials & Liqueurs,99 Strawberry - 50ml,50ml,88004039653,120,1.25,United,349328,No,,99 Strawberry,,,
184,Liquor,Other Catogory,99 STRAWBERRY SCHNAPPS 99' 12/10PK - 50ML,50ML,88004057862,120,1.25,United,349328,No,240,99 STRAWBERRY SCHNAPPS 99' 12/10PK,88004057862,,
185,Liquor,Cordials & Liqueurs,99 Watermelon - 50ML,50ML,89000991044,120,1.25,United,349139,No,,99 Watermelon,,,
186,Liquor,Cordials & Liqueurs,99 Watermelon - 750ML,750ML,89000991013,12,15.99,United,349133,No,,99 Watermelon,,,
